category,subcategory,vendor_guess,date_guess,Name,FullName,Extension,Length,LastWriteTime
family-misc,family-named-doc,,,Aneeta Saxena Commuting letter.docx,C:\Users\alto8\Downloads\Aneeta Saxena Commuting letter.docx,.docx,15154,8/29/2025 9:53:04 AM
family-misc,family-named-doc,,,Emmett Sartor work commuting letter signed..pdf,C:\Users\alto8\Downloads\Emmett Sartor work commuting letter signed..pdf,.pdf,234413,8/29/2025 9:58:28 AM
family-misc,family-named-doc,,,Sartor TSR.pdf,C:\Users\alto8\Downloads\Sartor TSR.pdf,.pdf,413927,9/10/2025 10:38:49 AM
family-misc,family-named-doc,,2025,Emmett Alton Sartor Resume 2025 (1).pdf,C:\Users\alto8\Downloads\Emmett Alton Sartor Resume 2025 (1).pdf,.pdf,297453,9/10/2025 4:23:11 PM
family-misc,family-named-doc,,2025,Emmett Alton Sartor Resume 2025 AI focus.docx,C:\Users\alto8\Downloads\Emmett Alton Sartor Resume 2025 AI focus.docx,.docx,23377,9/10/2025 4:23:35 PM
family-misc,family-named-doc,,2025,Emmett Sartor (Meter 302726203) TSR Summary proposal 0820 2025 (2).pdf,C:\Users\alto8\Downloads\Emmett Sartor (Meter 302726203) TSR Summary proposal 0820 2025 (2).pdf,.pdf,3757099,9/10/2025 9:47:22 AM
family-misc,family-named-doc,,,EMMETT SARTOR-Income Verification Report.pdf,C:\Users\alto8\Downloads\EMMETT SARTOR-Income Verification Report.pdf,.pdf,157400,9/12/2023 12:31:40 PM
family-misc,family-named-doc,,,EMMETT SARTOR-Employment Verification Report.pdf,C:\Users\alto8\Downloads\EMMETT SARTOR-Employment Verification Report.pdf,.pdf,155456,9/12/2023 12:31:54 PM
family-misc,family-named-doc,,,ML_prevention_trials_v3 Alton Edits.docx,C:\Users\alto8\Downloads\ML_prevention_trials_v3 Alton Edits.docx,.docx,186997,9/12/2023 4:29:04 PM
family-misc,family-named-doc,,,SOTA Literature Review Protocol_DRAFT Alton.docx,C:\Users\alto8\Downloads\SOTA Literature Review Protocol_DRAFT Alton.docx,.docx,120027,9/25/2023 8:42:33 PM
family-misc,family-named-doc,,2025,Emmett Alton Sartor Resume 2025 AI focus (1).docx,C:\Users\alto8\Downloads\Emmett Alton Sartor Resume 2025 AI focus (1).docx,.docx,23377,9/26/2025 12:37:06 PM
family-misc,family-named-doc,,,SARTOR.pdf,C:\Users\alto8\Downloads\SARTOR.pdf,.pdf,682806,9/5/2023 2:06:39 PM
family-misc,family-named-doc,,2025,TSP Alton July 2025 statement.pdf,C:\Users\alto8\Downloads\TSP Alton July 2025 statement.pdf,.pdf,490380,9/5/2025 12:38:40 PM
family-misc,family-named-doc,,2025,Aneeta TSP 2025 July.pdf,C:\Users\alto8\Downloads\Aneeta TSP 2025 July.pdf,.pdf,479623,9/5/2025 12:40:44 PM
family-misc,family-named-doc,,,ML_prevention_trials_v2 Alton Edits.docx,C:\Users\alto8\Downloads\ML_prevention_trials_v2 Alton Edits.docx,.docx,176385,9/7/2023 9:19:01 AM
identity,birth-cert,,,Vayu Birth Certificate.pdf,C:\Users\alto8\Downloads\drive-download-20201231T182518Z-001\Vayu Birth Certificate.pdf,.pdf,809306,12/31/2020 1:28:38 PM
identity,birth-cert,,,Vishala Birth Certificate.pdf,C:\Users\alto8\Downloads\drive-download-20201231T182518Z-001\Vishala Birth Certificate.pdf,.pdf,767354,12/31/2020 1:28:38 PM
identity,birth-cert,,,Vishala Birth Certificate.pdf,C:\Users\alto8\Downloads\drive-download-20220215T193638Z-001\Vishala Birth Certificate.pdf,.pdf,767354,2/15/2022 2:52:08 PM
identity,birth-cert,,,Vasu Dev Sartor Birth certificate.pdf,C:\Users\alto8\Downloads\drive-download-20250514T154019Z-1-001\Vasu Dev Sartor Birth certificate.pdf,.pdf,1249030,5/14/2025 11:40:39 AM
identity,birth-cert,,,Vayu Birth Certificate.pdf,C:\Users\alto8\Downloads\drive-download-20250514T154019Z-1-001\Vayu Birth Certificate.pdf,.pdf,809306,5/14/2025 11:40:39 AM
identity,birth-cert,,,Vishala Birth Certificate.pdf,C:\Users\alto8\Downloads\drive-download-20250514T154019Z-1-001\Vishala Birth Certificate.pdf,.pdf,767354,5/14/2025 11:40:39 AM
identity,birth-cert,,,Vayu Birth Certificate.pdf,C:\Users\alto8\Downloads\drive-download-20220617T130427Z-001\Vayu Birth Certificate.pdf,.pdf,809306,6/17/2022 9:19:09 AM
identity,birth-cert,,,Vishala Birth Certificate.pdf,C:\Users\alto8\Downloads\drive-download-20220617T130427Z-001\Vishala Birth Certificate.pdf,.pdf,767354,6/17/2022 9:19:09 AM
identity,birth-cert,,,Vishala Patricia Sartor Birth certificate.pdf,C:\Users\alto8\Downloads\drive-download-20220617T130427Z-001\Vishala Patricia Sartor Birth certificate.pdf,.pdf,582757,6/17/2022 9:19:09 AM
identity,driver-license,,,PD-1_PDL-1 HBV Reactivation Management.docx,C:\Users\alto8\Downloads\PD-1_PDL-1 HBV Reactivation Management.docx,.docx,51251,5/18/2025 4:39:39 PM
identity,marriage-cert,,,Marriage Certificate for Aneeta Saxena and Emmett Alton Sartor.pdf,C:\Users\alto8\Downloads\drive-download-20201231T182518Z-001\Marriage Certificate for Aneeta Saxena and Emmett Alton Sartor.pdf,.pdf,1410469,12/31/2020 1:28:38 PM
identity,marriage-cert,,,Marriage Certificate for Aneeta Saxena and Emmett Alton Sartor.pdf,C:\Users\alto8\Downloads\drive-download-20250514T154019Z-1-001\Marriage Certificate for Aneeta Saxena and Emmett Alton Sartor.pdf,.pdf,1410469,5/14/2025 11:40:39 AM
identity,marriage-cert,,,Marriage Certificate for Aneeta Saxena and Emmett Alton Sartor.pdf,C:\Users\alto8\Downloads\drive-download-20220617T130427Z-001\Marriage Certificate for Aneeta Saxena and Emmett Alton Sartor.pdf,.pdf,1410469,6/17/2022 9:19:09 AM
identity,passport,,,PASSPORT.pdf,C:\Users\alto8\Downloads\PASSPORT.pdf,.pdf,7744773,1/15/2025 9:02:38 PM
identity,passport,,,Passport - Aneeta Rani Saxena.pdf,C:\Users\alto8\Downloads\drive-download-20241105T021043Z-001\Passport - Aneeta Rani Saxena.pdf,.pdf,544893,11/4/2024 9:38:57 PM
identity,passport,,,Passport - Emmett Alton Sartor.pdf,C:\Users\alto8\Downloads\drive-download-20241105T021043Z-001\Passport - Emmett Alton Sartor.pdf,.pdf,630870,11/4/2024 9:38:57 PM
identity,passport,,,Passport - Vasu Dev Sartor.pdf,C:\Users\alto8\Downloads\drive-download-20241105T021043Z-001\Passport - Vasu Dev Sartor.pdf,.pdf,650159,11/4/2024 9:38:57 PM
identity,passport,,,Passport - Vayu Sax Sartor.pdf,C:\Users\alto8\Downloads\drive-download-20241105T021043Z-001\Passport - Vayu Sax Sartor.pdf,.pdf,823814,11/4/2024 9:38:57 PM
identity,passport,,,Passport - Vishala Patricia Sartor.pdf,C:\Users\alto8\Downloads\drive-download-20241105T021043Z-001\Passport - Vishala Patricia Sartor.pdf,.pdf,793019,11/4/2024 9:38:57 PM
identity,passport,,,Passport - Vayu Sax Sartor.pdf,C:\Users\alto8\Downloads\Passport - Vayu Sax Sartor.pdf,.pdf,823814,3/5/2026 10:22:25 PM
identity,passport,,,Passport - Vasu Dev Sartor.pdf,C:\Users\alto8\Downloads\Passport - Vasu Dev Sartor.pdf,.pdf,650159,3/5/2026 10:39:02 PM
identity,passport,,,Passport - Aneeta Rani Saxenan.pdf,C:\Users\alto8\Downloads\Passport - Aneeta Rani Saxenan.pdf,.pdf,544893,3/5/2026 11:04:36 PM
identity,passport,,,Passport - Vishala Patricia Sartor.pdf,C:\Users\alto8\Downloads\Passport - Vishala Patricia Sartor.pdf,.pdf,793019,3/5/2026 9:52:19 PM
identity,passport,,,Passport - Aneeta Rani Saxena.pdf,C:\Users\alto8\Downloads\Passport - Aneeta Rani Saxena.pdf,.pdf,544893,8/22/2025 10:12:55 AM
identity,passport,,,Passport - Emmett Alton Sartor.pdf,C:\Users\alto8\Downloads\Passport - Emmett Alton Sartor.pdf,.pdf,630870,8/22/2025 10:12:57 AM
identity,passport,,,Passport - Aneeta Rani Saxena.pdf,C:\Users\alto8\Downloads\drive-download-20240912T144203Z-001\Passport - Aneeta Rani Saxena.pdf,.pdf,544893,9/12/2024 10:42:27 AM
identity,passport,,,Passport - Emmett Alton Sartor.pdf,C:\Users\alto8\Downloads\drive-download-20240912T144203Z-001\Passport - Emmett Alton Sartor.pdf,.pdf,630870,9/12/2024 10:42:27 AM
identity,passport,,,Passport - Vasu Dev Sartor.pdf,C:\Users\alto8\Downloads\drive-download-20240912T144203Z-001\Passport - Vasu Dev Sartor.pdf,.pdf,650159,9/12/2024 10:42:27 AM
identity,passport,,,Passport - Vayu Sax Sartor.pdf,C:\Users\alto8\Downloads\drive-download-20240912T144203Z-001\Passport - Vayu Sax Sartor.pdf,.pdf,823814,9/12/2024 10:42:27 AM
identity,passport,,,Passport - Vishala Patricia Sartor.pdf,C:\Users\alto8\Downloads\drive-download-20240912T144203Z-001\Passport - Vishala Patricia Sartor.pdf,.pdf,793019,9/12/2024 10:42:27 AM
legal-contracts,consulting-agreement,,,20230109 Professional Consultancy Services Agreement.docx,C:\Users\alto8\Downloads\20230109 Professional Consultancy Services Agreement.docx,.docx,125980,1/18/2023 1:18:02 PM
legal-contracts,consulting-agreement,,,20230109 Professional Consultancy Services Agreement Draft Sachin Kedar.docx,C:\Users\alto8\Downloads\20230109 Professional Consultancy Services Agreement Draft Sachin Kedar.docx,.docx,130776,1/25/2023 10:53:18 AM
legal-contracts,consulting-agreement,,,20230109 Professional Consultancy Services Agreement (1).docx,C:\Users\alto8\Downloads\20230109 Professional Consultancy Services Agreement (1).docx,.docx,125980,1/25/2023 9:19:56 AM
legal-contracts,consulting-agreement,,,20230109 Professional Consultancy Services Agreement Draft Sachin Kedar - Elmas.docx,C:\Users\alto8\Downloads\20230109 Professional Consultancy Services Agreement Draft Sachin Kedar - Elmas.docx,.docx,131208,2/9/2023 11:47:14 AM
legal-contracts,nda,,,Fernanda Zayes.pdf,C:\Users\alto8\Downloads\Fernanda Zayes.pdf,.pdf,299041,1/28/2025 10:01:53 AM
legal-contracts,nda,,,Agenda - E. Alton Sartor.docx,C:\Users\alto8\Downloads\Agenda - E. Alton Sartor.docx,.docx,65507,10/12/2020 9:26:40 AM
legal-contracts,nda,,,Agenda - E. Alton Sartor.docx,C:\Users\alto8\Desktop\Desktop\Agenda - E. Alton Sartor.docx,.docx,65507,10/12/2020 9:26:40 AM
legal-contracts,nda,,,Agenda - Alton & James.xlsx,C:\Users\alto8\Downloads\Agenda - Alton & James.xlsx,.xlsx,20792,12/6/2023 10:13:07 PM
legal-contracts,nda,,,E. Alton Sartor Interview Agenda.docx,C:\Users\alto8\Downloads\E. Alton Sartor Interview Agenda.docx,.docx,61748,4/12/2022 2:16:26 PM
legal-contracts,nda,,,E. Alton Sartor Interview Agenda #2.docx,C:\Users\alto8\Downloads\E. Alton Sartor Interview Agenda #2.docx,.docx,59784,4/13/2022 8:29:58 AM
legal-contracts,nda,,,E. Alton Sartor Interview Agenda (1).docx,C:\Users\alto8\Downloads\E. Alton Sartor Interview Agenda (1).docx,.docx,61748,4/13/2022 8:30:20 AM
legal-contracts,nda,,,E. Alton Sartor Interview Agenda (1).docx,C:\Users\alto8\Desktop\E. Alton Sartor Interview Agenda (1).docx,.docx,61748,4/13/2022 8:30:20 AM
legal-contracts,nda,,,"Gmail - Board Meeting minutes, zoom link and agenda, Nov 16, at 5pm Eastern.pdf","C:\Users\alto8\Downloads\Gmail - Board Meeting minutes, zoom link and agenda, Nov 16, at 5pm Eastern.pdf",.pdf,96393,5/6/2026 1:13:52 PM
legal-contracts,nda,,2023,OCTWC Med Device 2023- DRAFT agenda.pdf,C:\Users\alto8\Downloads\OCTWC Med Device 2023- DRAFT agenda.pdf,.pdf,264975,8/11/2022 9:34:22 AM
loans,student-loan,,2021,2021 Student loan interest Emmett Sartor.pdf,C:\Users\alto8\Downloads\2021 Student loan interest Emmett Sartor.pdf,.pdf,365343,3/15/2022 11:29:22 AM
loans,student-loan,,,11-1098E-StudentLoan-Earnest-TY2025.pdf,C:\Users\alto8\Downloads\2025-Tax-Documents\11-1098E-StudentLoan-Earnest-TY2025.pdf,.pdf,862365,4/5/2026 6:13:13 PM
loans,student-loan,,,13-LoanStatement-Earnest-TY2025.pdf,C:\Users\alto8\Downloads\2025-Tax-Documents\13-LoanStatement-Earnest-TY2025.pdf,.pdf,222118,4/5/2026 6:13:13 PM
loans,student-loan,,2020,2020 Earnest student loan interest..pdf,C:\Users\alto8\Downloads\2020 Earnest student loan interest..pdf,.pdf,365359,5/4/2021 11:57:46 AM
medical-family,ada-disability,,,medical verification form - MetLife.pdf,C:\Users\alto8\Downloads\medical verification form - MetLife.pdf,.pdf,3072568,12/13/2024 5:05:03 PM
medical-family,ada-disability,,,US - Benefits - Parental Leave Policy.pdf,C:\Users\alto8\Downloads\US - Benefits - Parental Leave Policy.pdf,.pdf,91291,12/8/2021 10:39:32 AM
medical-family,ada-disability,,,US - Benefits - Parental Leave Policy (1).pdf,C:\Users\alto8\Downloads\US - Benefits - Parental Leave Policy (1).pdf,.pdf,91291,12/8/2021 10:41:43 AM
medical-family,ada-disability,,,US - Benefits - Parental Leave Policy (1).pdf,C:\Users\alto8\Desktop\US - Benefits - Parental Leave Policy (1).pdf,.pdf,91291,12/8/2021 10:41:43 AM
medical-family,ada-disability,,,ADA Medical Verification Form.pdf,C:\Users\alto8\Downloads\ADA Medical Verification Form.pdf,.pdf,285793,5/13/2024 4:10:36 PM
medical-family,ada-disability,,,ADA Medical Verification Form filled.pdf,C:\Users\alto8\Downloads\ADA Medical Verification Form filled.pdf,.pdf,340047,5/13/2024 4:29:08 PM
medical-family,ada-disability,,,ADA Medical Verification Form filled 2.pdf,C:\Users\alto8\Downloads\ADA Medical Verification Form filled 2.pdf,.pdf,351059,5/14/2024 3:50:29 PM
medical-family,ada-disability,,,ADA Medical Verification Form complete.pdf,C:\Users\alto8\Downloads\ADA Medical Verification Form complete.pdf,.pdf,355611,5/14/2024 4:07:12 PM
medical-family,ada-disability,,,ADA Medical Verification Form_Filled.pdf,C:\Users\alto8\Downloads\ADA Medical Verification Form_Filled.pdf,.pdf,136250,5/14/2024 9:13:28 AM
medical-family,ada-disability,,,metlife ADA for Emmett Sartor Signed.pdf,C:\Users\alto8\Downloads\metlife ADA for Emmett Sartor Signed.pdf,.pdf,2824329,5/15/2025 2:11:54 PM
medical-family,ada-disability,,,ADA medical verification form- MetLife.pdf,C:\Users\alto8\Downloads\ADA medical verification form- MetLife.pdf,.pdf,3730575,5/23/2024 11:40:04 AM
medical-family,ada-disability,,,metlife ADA for Emmett Sartor Signed (1).pdf,C:\Users\alto8\Downloads\metlife ADA for Emmett Sartor Signed (1).pdf,.pdf,2824329,6/18/2025 6:19:13 PM
medical-family,ada-disability,,,ADA medical verification form- MetLife signed.pdf,C:\Users\alto8\Downloads\ADA medical verification form- MetLife signed.pdf,.pdf,3730575,6/26/2024 4:09:55 PM
medical-family,ada-disability,,,ADA medical verification form- MetLife (2).pdf,C:\Users\alto8\Downloads\ADA medical verification form- MetLife (2).pdf,.pdf,3730575,6/26/2024 4:14:07 PM
medical-family,ada-disability,,,4-29-25 metlife ADA for Emmett Sartor Signed (1) (1).pdf,C:\Users\alto8\Desktop\ADA\4-29-25 metlife ADA for Emmett Sartor Signed (1) (1).pdf,.pdf,2824329,6/28/2025 11:06:40 PM
medical-family,ada-disability,,,5-14-24 ADA medical verification form- MetLife signed (1).pdf,C:\Users\alto8\Desktop\ADA\5-14-24 ADA medical verification form- MetLife signed (1).pdf,.pdf,3730575,6/28/2025 11:10:23 PM
medical-family,camp-medical,Camp,,Vayu health form for Camp.pdf,C:\Users\alto8\Downloads\Vayu health form for Camp.pdf,.pdf,988163,5/15/2024 10:30:32 AM
medical-family,camp-medical,Camp,,wohelo full payment 9300 Vishala Sartor 6-14-25.pdf,C:\Users\alto8\Downloads\wohelo full payment 9300 Vishala Sartor 6-14-25.pdf,.pdf,106197,6/14/2025 11:05:22 AM
medical-family,camp-medical,Camp,,wohelo full payment 9300 Vishala Sartor 6-14-25 (1).pdf,C:\Users\alto8\Downloads\wohelo full payment 9300 Vishala Sartor 6-14-25 (1).pdf,.pdf,106197,6/14/2025 11:05:53 AM
medical-family,camp-medical,Camp,,Wohelo_Physicians_Exam.pdf,C:\Users\alto8\Downloads\Wohelo_Physicians_Exam.pdf,.pdf,26422,6/16/2025 4:19:06 PM
medical-family,camp-medical,Camp,,New Jersey Camper Paperwork for Vishala.pdf,C:\Users\alto8\Downloads\New Jersey Camper Paperwork for Vishala.pdf,.pdf,290836,8/9/2024 7:50:57 AM
medical-family,camp-medical,Camp,,New Jersey Camper Paperwork for Vayu.pdf,C:\Users\alto8\Downloads\New Jersey Camper Paperwork for Vayu.pdf,.pdf,290498,8/9/2024 8:00:24 AM
medical-family,camp-medical,Camp,,New Jersey Camper Paperwork for Vishala (1).pdf,C:\Users\alto8\Downloads\New Jersey Camper Paperwork for Vishala (1).pdf,.pdf,290836,8/9/2024 8:01:29 AM
medical-family,general-medical,,,__EyePACS_NDA_ Dr._Emmett_Alton_Sartor.pdf,C:\Users\alto8\Downloads\__EyePACS_NDA_ Dr._Emmett_Alton_Sartor.pdf,.pdf,104150,1/11/2023 3:25:32 PM
medical-family,general-medical,,,__EyePACS_NDA_ Dr._Emmett_Alton_Sartor_Signed.pdf,C:\Users\alto8\Downloads\__EyePACS_NDA_ Dr._Emmett_Alton_Sartor_Signed.pdf,.pdf,261061,1/11/2023 3:30:14 PM
medical-family,general-medical,,,__EyePACS_NDA_ Dr._Emmett_Alton_Sartor_Signed-1-executed.pdf,C:\Users\alto8\Downloads\__EyePACS_NDA_ Dr._Emmett_Alton_Sartor_Signed-1-executed.pdf,.pdf,324867,1/24/2023 3:10:48 PM
medical-family,general-medical,,,Dr. Sartor's Reappointment Letter.pdf,C:\Users\alto8\Downloads\Dr. Sartor's Reappointment Letter.pdf,.pdf,146870,11/19/2020 8:01:13 AM
medical-family,general-medical,,,Dr. Sartor's Reappointment Letter.pdf,C:\Users\alto8\Desktop\Desktop\Dr. Sartor's Reappointment Letter.pdf,.pdf,146870,11/19/2020 8:01:13 AM
medical-family,general-medical,,,Copy of Dr. Emmet Sartor AR 07012019 to11012020_Exit report DATA with Diag listing.xlsx,C:\Users\alto8\Downloads\Copy of Dr. Emmet Sartor AR 07012019 to11012020_Exit report DATA with Diag listing.xlsx,.xlsx,60243,11/30/2020 10:04:27 AM
medical-family,general-medical,,,"JD_Medical Director, Patient Safety Physician Digital & Device.docx","C:\Users\alto8\Downloads\JD_Medical Director, Patient Safety Physician Digital & Device.docx",.docx,66468,4/14/2023 10:12:00 AM
medical-family,general-medical,,,"JD_Medical Director, Patient Safety Physician Digital & Device.docx","C:\Users\alto8\Desktop\JD_Medical Director, Patient Safety Physician Digital & Device.docx",.docx,66468,4/14/2023 10:12:00 AM
medical-family,general-medical,,,Alton Stage 1 Interview_Patient Safety Associate Director Device Digital Physician_Candidate.pptx,C:\Users\alto8\Downloads\Alton Stage 1 Interview_Patient Safety Associate Director Device Digital Physician_Candidate.pptx,.pptx,3736250,4/4/2022 1:16:31 PM
medical-family,general-medical,,,Stage 1 Interview_Patient Safety Associate Director Device Digital Physician_Candidate.pptx,C:\Users\alto8\Downloads\Stage 1 Interview_Patient Safety Associate Director Device Digital Physician_Candidate.pptx,.pptx,748707,4/4/2022 8:37:55 AM
medical-family,general-medical,,,PhysiciansForm.pdf,C:\Users\alto8\Downloads\PhysiciansForm.pdf,.pdf,971632,5/12/2024 10:09:51 PM
medical-family,general-medical,,,"Physician Lead, AI Innovation and Validation in Patient Safety.docx","C:\Users\alto8\Downloads\Physician Lead, AI Innovation and Validation in Patient Safety.docx",.docx,3195483,5/13/2025 5:28:00 PM
medical-family,general-medical,,,PhysiciansForm (1).pdf,C:\Users\alto8\Downloads\PhysiciansForm (1).pdf,.pdf,971632,5/15/2024 10:28:31 AM
medical-family,general-medical,,,2025_Physician's_Form_.pdf,C:\Users\alto8\Downloads\2025_Physician's_Form_.pdf,.pdf,119440,5/16/2025 12:57:53 PM
medical-family,general-medical,,,Emmett_Sartor__21676010__-_Medical_Director__Patient_Safety_Physician_Digital___Devices_-_Centre_of_Excellence_reviewed_by_Compensation_Review__Rewarding_Performance_Development_20_2025_02_25.pdf,C:\Users\alto8\Downloads\Emmett_Sartor__21676010__-_Medical_Director__Patient_Safety_Physician_Digital___Devices_-_Centre_of_Excellence_reviewed_by_Compensation_Review__Rewarding_Performance_Development_20_2025_02_25.pdf,.pdf,12839,8/21/2025 1:59:17 PM
medical-family,general-medical,,,Dr. Sartor Privilege request form.pdf,C:\Users\alto8\Downloads\Dr. Sartor Privilege request form.pdf,.pdf,588192,9/15/2022 9:12:24 AM
medical-family,general-pediatric,,2024,Vayu Sartor Immunization Record 2024.pdf,C:\Users\alto8\Downloads\Vayu Sartor Immunization Record 2024.pdf,.pdf,61924,1/2/2024 11:12:38 AM
medical-family,general-pediatric,,2024,Vishala Sartor Immunization Record 2024.pdf,C:\Users\alto8\Downloads\Vishala Sartor Immunization Record 2024.pdf,.pdf,62399,1/2/2024 11:16:30 AM
medical-family,general-pediatric,,,medical release from tribeca pediatrics.pdf,C:\Users\alto8\Downloads\medical release from tribeca pediatrics.pdf,.pdf,978575,1/24/2024 5:49:37 PM
medical-family,general-pediatric,,,Immunizations & Lead Screening.pdf,C:\Users\alto8\Downloads\Early Risers Enrollment Forms_March 2022\Immunizations & Lead Screening.pdf,.pdf,80978,3/21/2022 8:51:12 AM
medical-family,general-pediatric,,,._Immunizations & Lead Screening.pdf,C:\Users\alto8\Downloads\Early Risers Enrollment Forms_March 2022\__MACOSX\._Immunizations & Lead Screening.pdf,.pdf,234,3/21/2022 8:51:12 AM
medical-family,general-pediatric,,,MyChart - Letters Vishala Immunizations.pdf,C:\Users\alto8\Downloads\Early Risers Enrollment Forms_March 2022\Signed Forms Vishala Sartor\MyChart - Letters Vishala Immunizations.pdf,.pdf,164474,3/21/2022 9:14:58 AM
medical-family,general-pediatric,,,Immunization_updated2021.pdf,C:\Users\alto8\Downloads\Immunization_updated2021.pdf,.pdf,603092,4/1/2025 9:31:32 PM
medical-family,general-pediatric,,,MyChart - Letters Vishala Immunizations.pdf,C:\Users\alto8\Downloads\MyChart - Letters Vishala Immunizations.pdf,.pdf,164474,4/1/2025 9:35:15 PM
medical-family,general-pediatric,,,Immunization_record.pdf,C:\Users\alto8\Downloads\Immunization_record.pdf,.pdf,54034,5/12/2024 11:03:46 PM
medical-family,general-pediatric,,2016,Immunization Vayu Sartor 2016.pdf,C:\Users\alto8\Downloads\Immunization Vayu Sartor 2016.pdf,.pdf,388821,5/16/2025 1:00:48 PM
medical-family,general-pediatric,,,immunizations Vishala.pdf,C:\Users\alto8\Downloads\immunizations Vishala.pdf,.pdf,31948,7/11/2025 1:32:07 PM
medical-family,general-pediatric,,,immunizations Vayu.pdf,C:\Users\alto8\Downloads\immunizations Vayu.pdf,.pdf,31945,7/11/2025 1:32:44 PM
medical-family,health-insurance,,,HealthSummary_Jan_16_2023.zip,C:\Users\alto8\Downloads\HealthSummary_Jan_16_2023.zip,.zip,203612,1/16/2023 7:16:18 AM
medical-family,health-insurance,,,Health Insurance Card.pdf,C:\Users\alto8\Downloads\Health Insurance Card.pdf,.pdf,429369,1/24/2024 2:14:30 PM
medical-family,health-insurance,,,HealthSummary_Jan_29_2024.zip,C:\Users\alto8\Downloads\HealthSummary_Jan_29_2024.zip,.zip,228780,1/29/2024 12:47:46 PM
medical-family,health-insurance,,,HealthSummary_Jan_29_2024 (1).zip,C:\Users\alto8\Downloads\HealthSummary_Jan_29_2024 (1).zip,.zip,575866,1/29/2024 12:50:13 PM
medical-family,health-insurance,,,Health Insurance Card (1).pdf,C:\Users\alto8\Downloads\Health Insurance Card (1).pdf,.pdf,429369,4/28/2025 11:29:57 AM
medical-family,health-insurance,,,Health Insurance Card - Aetna.pdf,C:\Users\alto8\Downloads\Health Insurance Card - Aetna.pdf,.pdf,1053872,6/16/2025 3:55:51 PM
medical-family,health-insurance,,,MyChart - Health Summary.pdf,C:\Users\alto8\Downloads\MyChart - Health Summary.pdf,.pdf,54034,7/17/2023 5:05:24 PM
medical-family,vasu,Vasu,,Vasu Sartor Flu and Covid 11-12-24.pdf,C:\Users\alto8\Downloads\Vasu Sartor Flu and Covid 11-12-24.pdf,.pdf,31946,1/15/2025 3:06:09 PM
medical-family,vasu,Vasu,,Vasu Flu and Covid 11-12-24.pdf,C:\Users\alto8\Downloads\Vasu Flu and Covid 11-12-24.pdf,.pdf,31977,11/18/2024 2:28:56 PM
medical-family,vayu,Vayu,,Vayu 12-5-23 Pediatrician visit.PDF,C:\Users\alto8\Downloads\Vayu 12-5-23 Pediatrician visit.PDF,.PDF,124325,1/2/2024 11:10:19 AM
medical-family,vayu,Vayu,,Vayu 12-5-23 Physician Physical Exam.pdf,C:\Users\alto8\Downloads\Vayu 12-5-23 Physician Physical Exam.pdf,.pdf,117128,1/2/2024 11:11:33 AM
medical-family,vayu,Vayu,,Vayu negative COVID test results..pdf,C:\Users\alto8\Documents\Vayu negative COVID test results..pdf,.pdf,48434,10/11/2020 3:46:52 PM
medical-family,vayu,Vayu,,Vayu Covid test 10-7-20.pdf,C:\Users\alto8\Documents\Vayu Covid test 10-7-20.pdf,.pdf,55703,10/13/2020 11:23:43 PM
medical-family,vayu,Vayu,,Vayu vaccination.pdf,C:\Users\alto8\Documents\Vayu vaccination.pdf,.pdf,149003,5/15/2024 10:38:28 AM
medical-family,vishala,Vishala,,Vishala Lead screen 8-28-20 - 3yrs.pdf,C:\Users\alto8\Downloads\Early Risers Enrollment Forms_March 2022\Signed Forms Vishala Sartor\Vishala Lead screen 8-28-20 - 3yrs.pdf,.pdf,51133,3/21/2022 9:16:09 AM
medical-family,vishala,Vishala,,Vishala lead screen 8-21-19 - 2yrs.pdf,C:\Users\alto8\Downloads\Early Risers Enrollment Forms_March 2022\Signed Forms Vishala Sartor\Vishala lead screen 8-21-19 - 2yrs.pdf,.pdf,52649,3/21/2022 9:16:42 AM
medical-family,vishala,Vishala,,Vishala Lead screen 5-16-18 - 10 mos.pdf,C:\Users\alto8\Downloads\Early Risers Enrollment Forms_March 2022\Signed Forms Vishala Sartor\Vishala Lead screen 5-16-18 - 10 mos.pdf,.pdf,52395,3/21/2022 9:17:35 AM
medical-family,vishala,Vishala,2022,COVID-19 Guidelines_Jan 2022 Signed.pdf,C:\Users\alto8\Downloads\Early Risers Enrollment Forms_March 2022\Signed Forms Vishala Sartor\COVID-19 Guidelines_Jan 2022 Signed.pdf,.pdf,258702,3/21/2022 9:27:24 AM
medical-family,vishala,Vishala,,2022May17_Vishala_Sartor_Statement.pdf,C:\Users\alto8\Downloads\2022May17_Vishala_Sartor_Statement.pdf,.pdf,21528,6/24/2022 1:47:26 PM
nonprofit,sante-total,Sante Total Inc.,,Details about Sante total.pdf,C:\Users\alto8\Downloads\Details about Sante total.pdf,.pdf,18902,12/6/2021 11:25:12 AM
nonprofit,sante-total,Sante Total Inc.,,Sante Total Articles of Incorporation in Louisiana.pdf,C:\Users\alto8\Downloads\Sante Total Articles of Incorporation in Louisiana.pdf,.pdf,119726,12/7/2021 2:17:34 PM
nonprofit,sante-total,Sante Total Inc.,,Sante Total Articles of Incorporation in Louisiana.pdf,C:\Users\alto8\Desktop\Sante Total Articles of Incorporation in Louisiana.pdf,.pdf,119726,12/7/2021 2:17:34 PM
